category,text
tidak,jindal protests sending of syrian refugees to new orleans URL URL
tidak,jindal demands info about refugees entering new orleans... URL
tidak,muslim security guard stopped bomber from entering the stadium during #parisattacks URL #zouheir URL
tidak,warning syrian refugees hv arrived in neworlean &they r here 2stay ur funds r being well invested in one-way tickets URL
tidak,remember: steve jobs' biological father was a syrian migrant. URL (photo: ap) URL
tidak,"the myth of zouheir, a ""hero muslim security guard"" in paris URL (via @bbctrending) URL"
tidak,son of a syrian refugee URL URL
tidak,but democrats say that syrian refugees are 3 year-old orphans. so why are they worried about them buying guns?
ya,anne frank was a refugee denied entrance to the united states URL #syrianrefugees URL
tidak,donald trump is the new adolf hitler URL
tidak,remember the man who killed four marines in chattanooga? he was a refugee. URL
ya,"the picture of a syrian child ""surrendering"" to a camera is real. URL URL"
tidak,steve jobs' biological father was a syrian immigrant.
tidak,"according to anonymous, the next isis target is a wwe event in atlanta. URL URL"
ya,that superman poster is legit: URL URL
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,"months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL"
tidak,farting does not burn 67 calories and is not a practical weight loss mechanism: URL URL
tidak,desperate ted cruz claims planned parenthood shooter was transgender leftis; based on rumor he read URL
tidak,"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country that has no parallel."" URL"
tidak,"obama: ""we have a pattern now of mass shootings in this country that has no parallel anywhere else in the world"" URL"
tidak,"pres. obama on #sanbernardino: ""we have a pattern now of mass shootings in this country."" URL URL"
tidak,".@johnrlottjr:""the number of ppl killed by mass shootings during obama’s tenure is 424 casualties…paris this year alone has 508 casualties."""
tidak,ever wonder why the most mass shootings ever have happened under obama? URL via @rebootliberty URL
tidak,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings)
tidak,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings)
tidak,"""thoughts and prayers are not enough."" pres. obama speaks on mass shootings over the years: URL URL"
tidak,mass shootings list. reagan - 11 bush sr - 12 clinton - 23 bush jr - 16 obama - 162 #sanbernadino
tidak,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings)
tidak,why have there been more mass shootings under obama than the 4 previous presidents combined? URL URL
tidak,obama plans executive action on gun control; white house admits it will not prevent mass shootings URL
tidak,reagan (11 mass shootings) bush sr (12 mass shootings) clinton (23 mass shootings) bush jr (16 mass shootings) obama (162 mass shootings)
tidak,farook family attorney says brothers in the family never saw tashfeen malik's face because she always wore a burka. URL
tidak,this is the face of female jihadist #tashfeenmalik could pass for a widow or orphan😤#norefugees #islamistheproblem URL
tidak,do these look like the faces of a homeless couple caught living in a walmart attic for 2 years? URL
tidak,do these look like the faces of a homeless couple caught living in a walmart attic for over 2 years? URL
tidak,men from #pakistan security forces told reporters to stop probing #tashfeenmalik background or face arrest URL
tidak,"what? ""72 dhs employees found on terrorist watch list"" URL"
tidak,72 dhs employees on terrorist watch list URL
tidak,shock: 72 'homeland security' employees on terrorist watch list... URL
tidak,72 dhs employees on terrorist watch list URL via @kredo0 URL
tidak,72 dhs employees on the terror watch list: URL h/t @penguinsfan62
tidak,72 dhs employees on terrorist watch list URL
tidak,72 dhs employees on terrorist watch list URL via @kredo0 URL
tidak,donald trump and adolf hitler. two sides of the same coin. #racism #fascism URL
tidak,"dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL"
tidak,"dearborn michigan, this morning. pro isis rally. spread the word, the fit is about to hit the shan here in the us. URL"
tidak,a vote for donald trump is a vote for adolf hitler.
tidak,donald trump v adolf hitler URL
tidak,who said it: donald trump or adolf hitler? URL URL
tidak,"""you're increasingly compared to hitler. does that bother you?"" trump: ""no."" URL"
ya,1.15 million americans have been killed by guns since john lennon's death URL URL
tidak,".@presssec: @realdonaldtrump muslim comment ""disqualifies"" him from presidency URL URL"
tidak,donald trump has been disqualified for running for president URL
tidak,".@presssec: @realdonaldtrump comment ""disqualifies"" him from presidency URL via @talkopan URL"
ya,1.15 million americans have been killed by guns since john lennon's death URL
tidak,adolf hitler vs donald trump URL
tidak,"after mass shootings, obama seeks to expand background checks for gun sales by executive order to bypass congress URL"
tidak,‘el chapo’ threatens #isis: ‘my men will destroy you’ - URL URL
tidak,el chapo threatens isis URL URL
tidak,"mexican drug kingpin 'el chapo' reportedly threatens to destroy isis ""p*ssies."" URL URL"
tidak,el chapo vs isis: mexican cartel boss threatens islamic state over drug trade URL URL
ya,america's first muslim female judge; carolyn walker-diallo. URL
tidak,72 dhs employees on terrorist watch list - washington free beacon URL
tidak,"steve jobs was adopted. his biological father was abdulfattah jandali, a syrian muslim."
tidak,"months ago, rupert murdoch bought national geographic and fired most of writers. this just hit the stands. URL"
ya,"north carolina town rejects solar panels for sucking ""up all the energy from the sun.” URL URL"
tidak,texas plumber sues car dealership after his truck winds up in isis video: URL URL
tidak,plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL
tidak,plumber suing car dealership for $1m after truck he traded in ends up in hands of isis: URL URL
ya,katy perry -- makes holiday wish come true for burn victim URL
tidak,"sorry, mark zuckerberg is not giving $4.5 billion to 1,000 random facebook users URL URL"
